Growth Temperature (°C),TDMAT Pressure (Torr),N2 Gas Flow (sccm),N2 Plasma RF Power (W),log10 Normalized XRD Intensity (Inorm = ITiN(002)/ISTO(002)d)
600.0,4.1000000000000005,3.0,300.0,-3.9900790331575857
600.0,4.1000000000000005,3.0,400.0,-3.760295884154619
600.0,4.1000000000000005,3.0,500.0,-3.9127509350264456
600.0,4.1000000000000005,3.5,0.0,-6.049730085032303
600.0,4.1000000000000005,3.5,100.0,-5.714311402373689
600.0,4.1000000000000005,3.5,200.0,-4.019098107318285
600.0,4.1000000000000005,3.5,300.0,-3.9876048741236927
600.0,4.1000000000000005,3.5,400.0,-3.7672002659152564
600.0,4.1000000000000005,3.5,500.0,-3.9228258593428533
600.0,4.1000000000000005,4.0,0.0,-5.706049065003763
600.0,4.1000000000000005,4.0,100.0,-5.706326736438662
600.0,4.1000000000000005,4.0,200.0,-4.026002489078924
600.0,4.1000000000000005,4.0,300.0,-4.0006095137771265
600.0,4.1000000000000005,4.0,400.0,-3.843521364128096
600.0,4.1000000000000005,4.0,500.0,-4.043282588855659
600.0,4.1000000000000005,4.5,0.0,-5.712953446764404
600.0,4.1000000000000005,4.5,100.0,-5.71805879167086
600.0,4.1000000000000005,4.5,200.0,-4.140622284090028
600.0,4.1000000000000005,4.5,300.0,-4.156962160405773
600.0,4.1000000000000005,4.5,400.0,-3.9000541904227286
600.0,4.1000000000000005,4.5,500.0,-4.051212969096652
600.0,4.4,0.0,0.0,-6.597433243826917
600.0,4.4,0.0,100.0,-6.276053038642978
600.0,4.4,0.0,200.0,-5.208831382667072
600.0,4.4,0.0,300.0,-4.710603815055026
600.0,4.4,0.0,400.0,-4.262297749908343
600.0,4.4,0.0,500.0,-4.161357242143073
600.0,4.4,0.5,0.0,-6.276053038642978
600.0,4.4,0.5,100.0,-6.268829792884518
600.0,4.4,0.5,200.0,-4.934889728633683
600.0,4.4,0.5,300.0,-4.272377308489631
600.0,4.4,0.5,400.0,-3.9954797157444277
600.0,4.4,0.5,500.0,-4.087028955515058
600.0,4.4,1.0,0.0,-6.130563890937992
600.0,4.4,1.0,100.0,-6.065976609637978
600.0,4.4,1.0,200.0,-4.697001107562279
600.0,4.4,1.0,300.0,-4.19569849975838
600.0,4.4,1.0,400.0,-3.9509804830185447
600.0,4.4,1.0,500.0,-4.054292088514842
600.0,4.4,1.5,0.0,-6.061705715733236
600.0,4.4,1.5,100.0,-6.056111592781695
600.0,4.4,1.5,200.0,-4.3920948268892595
600.0,4.4,1.5,300.0,-4.165788040963095
600.0,4.4,1.5,400.0,-3.9433163899410917
600.0,4.4,1.5,500.0,-4.056018680636391
600.0,4.4,2.0,0.0,-6.0321216388675305
600.0,4.4,2.0,100.0,-6.030276808664365
600.0,4.4,2.0,200.0,-4.384430733811807
600.0,4.4,2.0,300.0,-4.168234280676192
600.0,4.4,2.0,400.0,-3.970360635997115
600.0,4.4,2.0,500.0,-4.0650943705880955
600.0,4.4,2.5,0.0,-6.0302093325962165
600.0,4.4,2.5,100.0,-6.035396213801467
600.0,4.4,2.5,200.0,-4.418574152690194
600.0,4.4,2.5,300.0,-4.171442042829215
600.0,4.4,2.5,400.0,-3.7678554500645167
600.0,4.4,2.5,500.0,-3.908239666883147
600.0,4.4,3.0,0.0,-6.071579300794078
600.0,4.4,3.0,100.0,-6.049730085032303
600.0,4.4,3.0,200.0,-4.088166730457399
600.0,4.4,3.0,300.0,-3.969993674964255
600.0,4.4,3.0,400.0,-3.7605735555895166
600.0,4.4,3.0,500.0,-3.917278124913794
600.0,4.4,3.5,0.0,-5.778217177298235
600.0,4.4,3.5,100.0,-5.706049065003763
600.0,4.4,3.5,200.0,-4.085692571423506
600.0,4.4,3.5,300.0,-3.9768980567248926
600.0,4.4,3.5,400.0,-3.7735781952429504
600.0,4.4,3.5,500.0,-4.005137498698313
600.0,4.4,4.0,0.0,-5.706326736438662
600.0,4.4,4.0,100.0,-5.712953446764404
600.0,4.4,4.0,200.0,-4.097424626655704
600.0,4.4,4.0,300.0,-4.108851379460537
600.0,4.4,4.0,400.0,-3.893102285329375
600.0,4.4,4.0,500.0,-4.043638489066109
600.0,4.4,4.5,0.0,-5.71805879167086
600.0,4.4,4.5,100.0,-5.79369421772561
600.0,4.4,4.5,200.0,-4.255049857705587
600.0,4.4,4.5,300.0,-4.157230571851954
600.0,4.4,4.5,400.0,-3.9009451768060988
600.0,4.4,4.5,500.0,-4.131882732526834
600.0,4.7,0.0,0.0,-6.543325161611512
600.0,4.7,0.0,100.0,-6.276053038642978
600.0,4.7,0.0,200.0,-5.182722992361526
600.0,4.7,0.0,300.0,-4.466719449892489
600.0,4.7,0.0,400.0,-4.126854593697914
600.0,4.7,0.0,500.0,-4.091821939497866
600.0,4.7,0.5,0.0,-6.268829792884518
600.0,4.7,0.5,100.0,-6.130563890937992
600.0,4.7,0.5,200.0,-4.751033403857518
600.0,4.7,0.5,300.0,-4.216099291128174
600.0,4.7,0.5,400.0,-4.046416557227199
600.0,4.7,0.5,500.0,-4.051900992391088
600.0,4.7,1.0,0.0,-6.065976609637978
600.0,4.7,1.0,100.0,-6.061705715733236
600.0,4.7,1.0,200.0,-4.681905552616685
600.0,4.7,1.0,300.0,-4.178607620901047
600.0,4.7,1.0,400.0,-4.014049177717528
600.0,4.7,1.0,500.0,-4.044236899313636
600.0,4.7,1.5,0.0,-6.053631570420772
600.0,4.7,1.5,100.0,-6.0321216388675305
600.0,4.7,1.5,200.0,-4.6539374983311586
600.0,4.7,1.5,300.0,-4.170943527823595
600.0,4.7,1.5,400.0,-4.016495417430624
600.0,4.7,1.5,500.0,-4.089798408754375
600.0,4.7,2.0,0.0,-6.030276808664365
600.0,4.7,2.0,100.0,-6.0302093325962165
600.0,4.7,2.0,200.0,-4.65196557572073
600.0,4.7,2.0,300.0,-4.203392301012519
600.0,4.7,2.0,400.0,-4.018495064494584
600.0,4.7,2.0,500.0,-3.9143741195995068
600.0,4.7,2.5,0.0,-6.035396213801467
600.0,4.7,2.5,100.0,-6.071579300794078
600.0,4.7,2.5,200.0,-4.656198404530039
600.0,4.7,2.5,300.0,-3.9727455054330454
600.0,4.7,2.5,400.0,-3.770811112619597
600.0,4.7,2.5,500.0,-3.908517338318044
600.0,4.7,3.0,0.0,-6.049730085032303
600.0,4.7,3.0,100.0,-5.778217177298235
600.0,4.7,3.0,200.0,-4.349684173587557
600.0,4.7,3.0,300.0,-3.9702713463991524
600.0,4.7,3.0,400.0,-3.777715494380235
600.0,4.7,3.0,500.0,-3.918592262634452
600.0,4.7,3.5,0.0,-5.706049065003763
600.0,4.7,3.5,100.0,-5.706326736438662
600.0,4.7,3.5,200.0,-4.356588555348196
600.0,4.7,3.5,300.0,-3.98200340163135
600.0,4.7,3.5,400.0,-3.8570385970428416
600.0,4.7,3.5,500.0,-4.040079402374892
600.0,4.7,4.0,0.0,-5.707671374656058
600.0,4.7,4.0,100.0,-5.71805879167086
600.0,4.7,4.0,200.0,-4.467746218664111
600.0,4.7,4.0,300.0,-4.139628632681233
600.0,4.7,4.0,400.0,-3.8972236308860277
600.0,4.7,4.0,500.0,-4.048009782615885
600.0,4.7,4.5,0.0,-5.790882814177935
600.0,4.7,4.5,100.0,-5.820396112791201
600.0,4.7,4.5,200.0,-4.516125411055527
600.0,4.7,4.5,300.0,-4.1474715241579565
600.0,4.7,4.5,400.0,-4.008845886888468
600.0,4.7,4.5,500.0,-4.2622606165808055
600.0,5.000000000000001,0.0,0.0,-6.276053038642978
600.0,5.000000000000001,0.0,100.0,-6.268829792884518
600.0,5.000000000000001,0.0,200.0,-5.629284893930431
600.0,5.000000000000001,0.0,300.0,-4.272377308489631
600.0,5.000000000000001,0.0,400.0,-4.0668173485969925
600.0,5.000000000000001,0.0,500.0,-4.071818279453353
600.0,5.000000000000001,0.5,0.0,-6.130563890937992
600.0,5.000000000000001,0.5,100.0,-6.065976609637978
600.0,5.000000000000001,0.5,200.0,-5.512618709469347
600.0,5.000000000000001,0.5,300.0,-4.19569849975838
600.0,5.000000000000001,0.5,400.0,-4.02686875765548
600.0,5.000000000000001,0.5,500.0,-4.039081412453136
600.0,5.000000000000001,1.0,0.0,-6.059213410809682
600.0,5.000000000000001,1.0,100.0,-6.053631570420772
600.0,5.000000000000001,1.0,200.0,-5.481685491075611
600.0,5.000000000000001,1.0,300.0,-4.1719477709106005
600.0,5.000000000000001,1.0,400.0,-4.0192046645780275
600.0,5.000000000000001,1.0,500.0,-4.039976059143802
600.0,5.000000000000001,1.5,0.0,-6.0409578048229955
600.0,5.000000000000001,1.5,100.0,-6.030276808664365
600.0,5.000000000000001,1.5,200.0,-5.4776399146360975
600.0,5.000000000000001,1.5,300.0,-4.168234280676192
600.0,5.000000000000001,1.5,400.0,-4.051653437766952
600.0,5.000000000000001,1.5,500.0,-4.0474831092030215
600.0,5.000000000000001,2.0,0.0,-6.0302093325962165
600.0,5.000000000000001,2.0,100.0,-6.035396213801467
600.0,5.000000000000001,2.0,200.0,-5.5160003810108105
600.0,5.000000000000001,2.0,300.0,-4.171442042829215
600.0,5.000000000000001,2.0,400.0,-3.82113799408507
600.0,5.000000000000001,2.0,500.0,-3.8884966689443714
600.0,5.000000000000001,2.5,0.0,-6.071579300794078
600.0,5.000000000000001,2.5,100.0,-6.049730085032303
600.0,5.000000000000001,2.5,200.0,-4.42185228588203
600.0,5.000000000000001,2.5,300.0,-3.969993674964255
600.0,5.000000000000001,2.5,400.0,-3.81385609961007
600.0,5.000000000000001,2.5,500.0,-3.894689080721607
600.0,5.000000000000001,3.0,0.0,-5.778217177298235
600.0,5.000000000000001,3.0,100.0,-5.706049065003763
600.0,5.000000000000001,3.0,200.0,-4.349961845022454
600.0,5.000000000000001,3.0,300.0,-3.9768980567248926
600.0,5.000000000000001,3.0,400.0,-3.8255881548422677
600.0,5.000000000000001,3.0,500.0,-3.980887099066635
600.0,5.000000000000001,3.5,0.0,-5.706326736438662
600.0,5.000000000000001,3.5,100.0,-5.707671374656058
600.0,5.000000000000001,3.5,200.0,-4.361693900254654
600.0,5.000000000000001,3.5,300.0,-4.091517851735997
600.0,5.000000000000001,3.5,400.0,-3.9422018952118503
600.0,5.000000000000001,3.5,500.0,-4.021159621674091
600.0,5.000000000000001,4.0,0.0,-5.71805879167086
600.0,5.000000000000001,4.0,100.0,-5.790882814177935
600.0,5.000000000000001,4.0,200.0,-4.515856999609346
600.0,5.000000000000001,4.0,300.0,-4.139897044127414
600.0,5.000000000000001,4.0,400.0,-3.9500447866885735
600.0,5.000000000000001,4.0,500.0,-4.113940180098661
600.0,5.000000000000001,4.5,0.0,-5.820396112791201
600.0,5.000000000000001,4.5,100.0,-5.820664524237382
600.0,5.000000000000001,4.5,200.0,-4.5236998910860695
600.0,5.000000000000001,4.5,300.0,-4.251519300129857
600.0,5.000000000000001,4.5,400.0,-4.2065572319947035
600.0,5.000000000000001,4.5,500.0,-4.260882324362461
600.0,5.300000000000001,0.0,0.0,-6.274438740006832
600.0,5.300000000000001,0.0,100.0,-6.130563890937992
600.0,5.300000000000001,0.0,200.0,-5.528475188819347
600.0,5.300000000000001,0.0,300.0,-4.216099291128174
600.0,5.300000000000001,0.0,400.0,-4.04562751993207
600.0,5.300000000000001,0.0,500.0,-4.0549147216889985
600.0,5.300000000000001,0.5,0.0,-6.065976609637978
600.0,5.300000000000001,0.5,100.0,-6.059213410809682
600.0,5.300000000000001,0.5,200.0,-5.5031954226288535
600.0,5.300000000000001,0.5,300.0,-4.178607620901047
600.0,5.300000000000001,0.5,400.0,-4.0194198703699024
600.0,5.300000000000001,0.5,500.0,-4.047250628611546
600.0,5.300000000000001,1.0,0.0,-6.053631570420772
600.0,5.300000000000001,1.0,100.0,-6.0409578048229955
600.0,5.300000000000001,1.0,200.0,-5.477707390704246
600.0,5.300000000000001,1.0,300.0,-4.170943527823595
600.0,5.300000000000001,1.0,400.0,-4.014115103780333
600.0,5.300000000000001,1.0,500.0,-4.075134079480131
600.0,5.300000000000001,1.5,0.0,-6.030276808664365
600.0,5.300000000000001,1.5,100.0,-6.0302093325962165
600.0,5.300000000000001,1.5,200.0,-5.479817294018201
600.0,5.300000000000001,1.5,300.0,-4.203392301012519
600.0,5.300000000000001,1.5,400.0,-4.0178889592827804
600.0,5.300000000000001,1.5,500.0,-3.895648088830603
600.0,5.300000000000001,2.0,0.0,-6.035396213801467
600.0,5.300000000000001,2.0,100.0,-6.071579300794078
600.0,5.300000000000001,2.0,200.0,-5.49290407347946
600.0,5.300000000000001,2.0,300.0,-4.003814677096962
600.0,5.300000000000001,2.0,400.0,-3.8122485610105077
600.0,5.300000000000001,2.0,500.0,-3.888774340379269
600.0,5.300000000000001,2.5,0.0,-6.049730085032303
600.0,5.300000000000001,2.5,100.0,-5.778217177298235
600.0,5.300000000000001,2.5,200.0,-5.148450209208258
600.0,5.300000000000001,2.5,300.0,-3.9702713463991524
600.0,5.300000000000001,2.5,400.0,-3.8204828099358097
600.0,5.300000000000001,2.5,500.0,-3.8980439973019645
600.0,5.300000000000001,3.0,0.0,-5.706049065003763
600.0,5.300000000000001,3.0,100.0,-5.706326736438662
600.0,5.300000000000001,3.0,200.0,-5.1500725188605525
600.0,5.300000000000001,3.0,300.0,-3.98200340163135
600.0,5.300000000000001,3.0,400.0,-3.903012334110132
600.0,5.300000000000001,3.0,500.0,-4.020803721463641
600.0,5.300000000000001,3.5,0.0,-5.707671374656058
600.0,5.300000000000001,3.5,100.0,-5.71805879167086
600.0,5.300000000000001,3.5,200.0,-5.244955971469153
600.0,5.300000000000001,3.5,300.0,-4.139628632681233
600.0,5.300000000000001,3.5,400.0,-3.942470306658031
600.0,5.300000000000001,3.5,500.0,-4.028734101704634
600.0,5.300000000000001,4.0,0.0,-5.72755524892246
600.0,5.300000000000001,4.0,100.0,-5.820396112791201
600.0,5.300000000000001,4.0,200.0,-5.2815950963642875
600.0,5.300000000000001,4.0,300.0,-4.1474715241579565
600.0,5.300000000000001,4.0,400.0,-4.054092562660473
600.0,5.300000000000001,4.0,500.0,-4.249519931938115
600.0,5.300000000000001,4.5,0.0,-5.820664524237382
600.0,5.300000000000001,4.5,100.0,-5.824311256035378
600.0,5.300000000000001,4.5,200.0,-5.3648167781553004
600.0,5.300000000000001,4.5,300.0,-4.404898195766049
600.0,5.300000000000001,4.5,400.0,-4.2065572319947035
600.0,5.300000000000001,4.5,500.0,-4.249519931938115
600.0,5.6000000000000005,0.0,0.0,-6.130563890937992
600.0,5.6000000000000005,0.0,100.0,-6.065976609637978
600.0,5.6000000000000005,0.0,200.0,-5.579735691655303
600.0,5.6000000000000005,0.0,300.0,-4.193218477397458
600.0,5.6000000000000005,0.0,400.0,-4.082423890109376
600.0,5.6000000000000005,0.0,500.0,-4.048254871698551
600.0,5.6000000000000005,0.5,0.0,-6.059213410809682
600.0,5.6000000000000005,0.5,100.0,-6.053631570420772
600.0,5.6000000000000005,0.5,200.0,-5.560130944140585
600.0,5.6000000000000005,0.5,300.0,-4.174629520529685
600.0,5.6000000000000005,0.5,400.0,-4.0747597970319225
600.0,5.6000000000000005,0.5,500.0,-4.042989788441712
600.0,5.6000000000000005,1.0,0.0,-6.0409578048229955
600.0,5.6000000000000005,1.0,100.0,-6.030276808664365
600.0,5.6000000000000005,1.0,200.0,-5.5472492017456085
600.0,5.6000000000000005,1.0,300.0,-4.168234280676192
600.0,5.6000000000000005,1.0,400.0,-4.107208570220847
600.0,5.6000000000000005,1.0,500.0,-4.050496838500932
600.0,5.6000000000000005,1.5,0.0,-6.0302093325962165
600.0,5.6000000000000005,1.5,100.0,-6.035396213801467
600.0,5.6000000000000005,1.5,200.0,-5.586592916589989
600.0,5.6000000000000005,1.5,300.0,-4.171442042829215
600.0,5.6000000000000005,1.5,400.0,-3.8684894988607414
600.0,5.6000000000000005,1.5,500.0,-3.8884966689443714
600.0,5.6000000000000005,2.0,0.0,-6.071579300794078
600.0,5.6000000000000005,2.0,100.0,-6.049730085032303
600.0,5.6000000000000005,2.0,200.0,-5.220618321502728
600.0,5.6000000000000005,2.0,300.0,-3.969993674964255
600.0,5.6000000000000005,2.0,400.0,-3.8325549303514337
600.0,5.6000000000000005,2.0,500.0,-3.894689080721607
600.0,5.6000000000000005,2.5,0.0,-5.778217177298235
600.0,5.6000000000000005,2.5,100.0,-5.706049065003763
600.0,5.6000000000000005,2.5,200.0,-5.148727880643155
600.0,5.6000000000000005,2.5,300.0,-3.9716159846165473
600.0,5.6000000000000005,2.5,400.0,-3.824075355594277
600.0,5.6000000000000005,2.5,500.0,-3.980887099066635
600.0,5.6000000000000005,3.0,0.0,-5.706049065003763
600.0,5.6000000000000005,3.0,100.0,-5.707671374656058
600.0,5.6000000000000005,3.0,200.0,-5.1604599358753545
600.0,5.6000000000000005,3.0,300.0,-4.087779038881569
600.0,5.6000000000000005,3.0,400.0,-3.983955985244174
600.0,5.6000000000000005,3.0,500.0,-4.021159621674091
600.0,5.6000000000000005,3.5,0.0,-5.71805879167086
600.0,5.6000000000000005,3.5,100.0,-5.72755524892246
600.0,5.6000000000000005,3.5,200.0,-5.281326684918107
600.0,5.6000000000000005,3.5,300.0,-4.139897044127414
600.0,5.6000000000000005,3.5,400.0,-3.9917988767208987
600.0,5.6000000000000005,3.5,500.0,-4.113940180098661
600.0,5.6000000000000005,4.0,0.0,-5.820396112791201
600.0,5.6000000000000005,4.0,100.0,-5.820664524237382
600.0,5.6000000000000005,4.0,200.0,-5.285241828162283
600.0,5.6000000000000005,4.0,300.0,-4.251519300129857
600.0,5.6000000000000005,4.0,400.0,-4.249225548328984
600.0,5.6000000000000005,4.0,500.0,-4.249519931938115
600.0,5.6000000000000005,4.5,0.0,-5.824311256035378
600.0,5.6000000000000005,4.5,100.0,-5.882656491570638
600.0,5.6000000000000005,4.5,200.0,-5.459241118445289
600.0,5.6000000000000005,4.5,300.0,-4.404898195766049
600.0,5.6000000000000005,4.5,400.0,-4.247634271973823
600.0,5.6000000000000005,4.5,500.0,-4.250402608416486
600.0,5.900000000000001,0.0,0.0,-6.065976609637978
600.0,5.900000000000001,0.0,100.0,-6.059213410809682
600.0,5.900000000000001,0.0,200.0,-5.660900532020668
600.0,5.900000000000001,0.0,300.0,-4.183935595411884
600.0,5.900000000000001,0.0,400.0,-4.078445789738012
600.0,5.900000000000001,0.0,500.0,-4.048822337957152
600.0,5.900000000000001,0.5,0.0,-6.053631570420772
600.0,5.900000000000001,0.5,100.0,-6.0409578048229955
600.0,5.900000000000001,0.5,200.0,-5.635412500096064
600.0,5.900000000000001,0.5,300.0,-4.170943527823595
600.0,5.900000000000001,0.5,400.0,-4.072050549884519
600.0,5.900000000000001,0.5,500.0,-4.079719518123648
600.0,5.900000000000001,1.0,0.0,-6.030276808664365
600.0,5.900000000000001,1.0,100.0,-6.0302093325962165
600.0,5.900000000000001,1.0,200.0,-5.639586117920781
600.0,5.900000000000001,1.0,300.0,-4.203392301012519
600.0,5.900000000000001,1.0,400.0,-4.0740501969484795
600.0,5.900000000000001,1.0,500.0,-3.9154910451964127
600.0,5.900000000000001,1.5,0.0,-6.014734747574165
600.0,5.900000000000001,1.5,100.0,-6.071579300794078
600.0,5.900000000000001,1.5,200.0,-5.652672897382041
600.0,5.900000000000001,1.5,300.0,-4.003814677096962
600.0,5.900000000000001,1.5,400.0,-3.8732175341173134
600.0,5.900000000000001,1.5,500.0,-3.889100624677369
600.0,5.900000000000001,2.0,0.0,-6.061603265115961
600.0,5.900000000000001,2.0,100.0,-5.778217177298235
600.0,5.900000000000001,2.0,200.0,-5.219815589030097
600.0,5.900000000000001,2.0,300.0,-3.9702713463991524
600.0,5.900000000000001,2.0,400.0,-3.8748398437696063
600.0,5.900000000000001,2.0,500.0,-3.8996157066475714
600.0,5.900000000000001,2.5,0.0,-5.706049065003763
600.0,5.900000000000001,2.5,100.0,-5.706049065003763
600.0,5.900000000000001,2.5,200.0,-5.2214378986823915
600.0,5.900000000000001,2.5,300.0,-3.98200340163135
600.0,5.900000000000001,2.5,400.0,-3.995670452332037
600.0,5.900000000000001,2.5,500.0,-4.0226497874088
600.0,5.900000000000001,3.0,0.0,-5.707671374656058
600.0,5.900000000000001,3.0,100.0,-5.71805879167086
600.0,5.900000000000001,3.0,200.0,-5.243626629607278
600.0,5.900000000000001,3.0,300.0,-4.139628632681233
600.0,5.900000000000001,3.0,400.0,-4.043780386887766
600.0,5.900000000000001,3.0,500.0,-4.0303058110502405
600.0,5.900000000000001,3.5,0.0,-5.72755524892246
600.0,5.900000000000001,3.5,100.0,-5.820396112791201
600.0,5.900000000000001,3.5,200.0,-5.351423912795827
600.0,5.900000000000001,3.5,300.0,-4.1474715241579565
600.0,5.900000000000001,3.5,400.0,-4.155402642890206
600.0,5.900000000000001,3.5,500.0,-4.249519931938115
600.0,5.900000000000001,4.0,0.0,-5.820664524237382
600.0,5.900000000000001,4.0,100.0,-5.824311256035378
600.0,5.900000000000001,4.0,200.0,-5.434645594586838
600.0,5.900000000000001,4.0,300.0,-4.404898195766049
600.0,5.900000000000001,4.0,400.0,-4.308781538526396
600.0,5.900000000000001,4.0,500.0,-4.249519931938115
600.0,5.900000000000001,4.5,0.0,-5.854269445764659
600.0,5.900000000000001,4.5,100.0,-5.946532323915019
600.0,5.900000000000001,4.5,200.0,-5.529069934876826
600.0,5.900000000000001,4.5,300.0,-4.404898195766049
600.0,5.900000000000001,4.5,400.0,-4.3096642150047675
600.0,5.900000000000001,4.5,500.0,-4.252192580847719
600.0,6.200000000000001,0.0,0.0,-6.059213410809682
600.0,6.200000000000001,0.0,100.0,-6.053631570420772
600.0,6.200000000000001,0.0,200.0,-5.648226766422892
600.0,6.200000000000001,0.0,300.0,-4.187081431056766
600.0,6.200000000000001,0.0,400.0,-4.073831746941755
600.0,6.200000000000001,0.0,500.0,-4.044561497787319
600.0,6.200000000000001,0.5,0.0,-6.0409578048229955
600.0,6.200000000000001,0.5,100.0,-6.030276808664365
600.0,6.200000000000001,0.5,200.0,-5.635345024027915
600.0,6.200000000000001,0.5,300.0,-4.180686191203273
600.0,6.200000000000001,0.5,400.0,-4.10628052013068
600.0,6.200000000000001,0.5,500.0,-4.052068547846538
600.0,6.200000000000001,1.0,0.0,-6.0302093325962165
600.0,6.200000000000001,1.0,100.0,-6.014734747574165
600.0,6.200000000000001,1.0,200.0,-5.675769204913391
600.0,6.200000000000001,1.0,300.0,-4.171442042829215
600.0,6.200000000000001,1.0,400.0,-3.9082324661356624
600.0,6.200000000000001,1.0,500.0,-3.8888229532424714
600.0,6.200000000000001,1.5,0.0,-6.071579300794078
600.0,6.200000000000001,1.5,100.0,-6.061603265115961
600.0,6.200000000000001,1.5,200.0,-5.381159989647973
600.0,6.200000000000001,1.5,300.0,-3.969993674964255
600.0,6.200000000000001,1.5,400.0,-3.8722978976263556
600.0,6.200000000000001,1.5,500.0,-3.889733292911362
600.0,6.200000000000001,2.0,0.0,-5.778217177298235
600.0,6.200000000000001,2.0,100.0,-5.706049065003763
600.0,6.200000000000001,2.0,200.0,-5.3089918773535025
600.0,6.200000000000001,2.0,300.0,-3.9716159846165473
600.0,6.200000000000001,2.0,400.0,-3.884029952858554
600.0,6.200000000000001,2.0,500.0,-3.9814877399642876
600.0,6.200000000000001,2.5,0.0,-5.706049065003763
600.0,6.200000000000001,2.5,100.0,-5.707671374656058
600.0,6.200000000000001,2.5,200.0,-5.321001604020599
600.0,6.200000000000001,2.5,300.0,-3.996039628128358
600.0,6.200000000000001,2.5,400.0,-4.043511975441585
600.0,6.200000000000001,2.5,500.0,-4.0217602625717435
600.0,6.200000000000001,3.0,0.0,-5.717004515164762
600.0,6.200000000000001,3.0,100.0,-5.72755524892246
600.0,6.200000000000001,3.0,200.0,-5.439125416578812
600.0,6.200000000000001,3.0,300.0,-4.139897044127414
600.0,6.200000000000001,3.0,400.0,-4.051354866918309
600.0,6.200000000000001,3.0,500.0,-4.1145408209963135
600.0,6.200000000000001,3.5,0.0,-5.820396112791201
600.0,6.200000000000001,3.5,100.0,-5.820664524237382
600.0,6.200000000000001,3.5,200.0,-5.443040559822988
600.0,6.200000000000001,3.5,300.0,-4.251519300129857
600.0,6.200000000000001,3.5,400.0,-4.308781538526396
600.0,6.200000000000001,3.5,500.0,-4.250120572835768
600.0,6.200000000000001,4.0,0.0,-5.824311256035378
600.0,6.200000000000001,4.0,100.0,-5.854269445764659
600.0,6.200000000000001,4.0,200.0,-5.6127902554500295
600.0,6.200000000000001,4.0,300.0,-4.404898195766049
600.0,6.200000000000001,4.0,400.0,-4.308781538526396
600.0,6.200000000000001,4.0,500.0,-4.25100324931414
600.0,6.200000000000001,4.5,0.0,-5.946532323915019
600.0,6.200000000000001,4.5,100.0,-5.946532323915019
600.0,6.200000000000001,4.5,200.0,-5.6127902554500295
600.0,6.200000000000001,4.5,300.0,-4.405780872244421
600.0,6.200000000000001,4.5,400.0,-4.3114541874359995
600.0,6.200000000000001,4.5,500.0,-4.252793221745373
700.0,1.7,0.0,0.0,-6.674704171943565
700.0,1.7,0.0,100.0,-6.338059839674184
700.0,1.7,0.0,200.0,-5.383516547631694
700.0,1.7,0.0,300.0,-5.295813913959686
700.0,1.7,0.0,400.0,-5.271171336098265
700.0,1.7,0.0,500.0,-5.206036958249745
700.0,1.7,0.5,0.0,-6.661656783545121
700.0,1.7,0.5,100.0,-6.281886037886177
700.0,1.7,0.5,200.0,-5.3358587576658
700.0,1.7,0.5,300.0,-5.241809024654496
700.0,1.7,0.5,400.0,-4.6622364315749865
700.0,1.7,0.5,500.0,-4.772821367442558
700.0,1.7,1.0,0.0,-6.620012042228
700.0,1.7,1.0,100.0,-6.247592566141811
700.0,1.7,1.0,200.0,-4.739660750653755
700.0,1.7,1.0,300.0,-4.648842788438555
700.0,1.7,1.0,400.0,-4.62509946055977
700.0,1.7,1.0,500.0,-4.5346218512015986
700.0,1.7,1.5,0.0,-6.276053038642978
700.0,1.7,1.5,100.0,-5.824294976499406
700.0,1.7,1.5,200.0,-4.710603815055026
700.0,1.7,1.5,300.0,-4.327121002544703
700.0,1.7,1.5,400.0,-4.157798064192905
700.0,1.7,1.5,500.0,-4.311528126590816
700.0,1.7,2.0,0.0,-6.268829792884518
700.0,1.7,2.0,100.0,-5.616002238424569
700.0,1.7,2.0,200.0,-4.272377308489631
700.0,1.7,2.0,300.0,-4.064437034946701
700.0,1.7,2.0,400.0,-4.071818279453353
700.0,1.7,2.0,500.0,-4.271607179484039
700.0,1.7,2.5,0.0,-6.065976609637978
700.0,1.7,2.5,100.0,-5.512618709469347
700.0,1.7,2.5,200.0,-4.19569849975838
700.0,1.7,2.5,300.0,-4.026262652443677
700.0,1.7,2.5,400.0,-4.039081412453136
700.0,1.7,2.5,500.0,-4.240246310288516
700.0,1.7,3.0,0.0,-6.056111592781695
700.0,1.7,3.0,100.0,-5.481685491075611
700.0,1.7,3.0,200.0,-4.165788040963095
700.0,1.7,3.0,300.0,-3.9952278459915194
700.0,1.7,3.0,400.0,-4.039976059143802
700.0,1.7,3.0,500.0,-4.296065796852147
700.0,1.7,3.5,0.0,-6.025053845735717
700.0,1.7,3.5,100.0,-5.4776399146360975
700.0,1.7,3.5,200.0,-4.168234280676192
700.0,1.7,3.5,300.0,-4.051653437766952
700.0,1.7,3.5,400.0,-4.0474831092030215
700.0,1.7,3.5,500.0,-4.116004552239793
700.0,1.7,4.0,0.0,-6.035396213801467
700.0,1.7,4.0,100.0,-5.5160003810108105
700.0,1.7,4.0,200.0,-4.171442042829215
700.0,1.7,4.0,300.0,-3.82113799408507
700.0,1.7,4.0,400.0,-3.8884966689443714
700.0,1.7,4.0,500.0,-4.10913080378846
700.0,1.7,4.5,0.0,-6.049730085032303
700.0,1.7,4.5,100.0,-5.1567125465781825
